;;;;S-N32-K5;;;;S-N43-K6;;;;S-N50-K7;;;;S-N57-K9;;;;S-N62-K8;;;;S-N80-K10;;;;
ALGORITHM;R.C.L;I.W.I;L.S;S.M;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;
VNS GRASP CONSTRUCTIVE;3;10;BN + Relocation;Interroute + Relocation + Intraroute + TwoOpt;1365.0;860.0628135760156;724.0;787.6877656057808;2741.0;804.1030637713741;1136.0;777.5669445750493;4179.0;787.0147427353339;2034.0;751.0169824741515;7578.0;1711.56705006021;4429.0;1659.8428707638084;15434.0;1450.6886465978582;7882.0;1390.0682434523294;30841.0;1984.8646247720776;21783.0;1904.4105777089944;
VNS GRASP CONSTRUCTIVE;3;10;BN + Interroute;Interroute + Relocation + Intraroute + TwoOpt;2240.0;898.8122785592728;416.0;865.8576003088161;5700.0;813.2448708743111;4054.0;800.878497278566;8257.0;812.7787432915017;4847.0;792.6513956991571;11941.0;1695.537760485346;7042.0;1678.7162893898783;21665.0;1431.7635271364168;16535.0;1387.314473975837;28687.0;1991.7150345042537;24855.0;1951.2751448366214;
VNS GRASP CONSTRUCTIVE;3;10;BN + IntrarouteSwap;Interroute + Relocation + Intraroute + TwoOpt;496.0;1059.3961140832957;230.0;886.1980271587947;944.0;956.261239201203;808.0;837.6487587643344;956.0;1092.790885897441;622.0;1049.3690658016237;981.0;1939.7249881090477;441.0;1898.463606123274;1873.0;1722.4318995325787;683.0;1645.583958653774;3383.0;2293.025033819332;1276.0;2219.74628099424;
VNS GRASP CONSTRUCTIVE;3;10;BN + TwoOpt;Interroute + Relocation + Intraroute + TwoOpt;497.0;1043.0159692330349;287.0;980.4732145116103;648.0;961.4711680044205;472.0;897.967263946681;1094.0;1028.109762040461;387.0;978.144389342587;665.0;1928.6582650758646;326.0;1813.3046965037772;1571.0;1719.1921086815425;1019.0;1599.6286049532519;1954.0;2246.213692638973;580.0;2053.541691852444;
VNS GRASP CONSTRUCTIVE;3;10;FBN + Relocation;Interroute + Relocation + Intraroute + TwoOpt;4572.0;871.4790470827902;3410.0;833.0188508330955;6193.0;797.4352362650574;4563.0;774.4308371064479;14446.0;806.7454570428066;10612.0;766.0879970595498;19698.0;1722.3711407431424;6039.0;1663.0383270172742;30504.0;1462.1072793992855;12905.0;1431.918951192579;37178.0;2040.519049511879;12655.0;1948.2966142896296;
VNS GRASP CONSTRUCTIVE;3;10;FBN + InterrouteSwap;Interroute + Relocation + Intraroute + TwoOpt;1651.0;872.015208244338;1082.0;860.0902300709153;5769.0;790.1256118719942;3608.0;784.5504921455107;10735.0;805.0667408727197;6873.0;775.2714951652412;9657.0;1703.0588849840387;5920.0;1679.6753478949793;17089.0;1452.3909522266526;6286.0;1413.040293798205;24491.0;2004.474554809029;12746.0;1950.752392311513;
VNS GRASP CONSTRUCTIVE;3;10;FBN + IntrarouteSwap;Interroute + Relocation + Intraroute + TwoOpt;708.0;996.4843799126044;160.0;920.8647180445578;803.0;954.6800575074118;315.0;887.8917801110999;1073.0;1100.5610441058361;796.0;1067.4908920387386;1224.0;1942.5316345057606;547.0;1832.4703976135984;1519.0;1775.6250960368168;725.0;1617.3263742619342;1767.0;2298.9327692998163;1340.0;2151.2826802528703;
VNS GRASP CONSTRUCTIVE;3;10;FBN + TwoOpt;Interroute + Relocation + Intraroute + TwoOpt;548.0;965.7776700802757;249.0;888.8435901200814;446.0;954.4115100070751;162.0;914.2661039026145;491.0;1008.7011370687633;270.0;939.4806541490021;551.0;1871.0121807460462;221.0;1752.120047545019;944.0;1724.6070030993862;330.0;1565.1194521636849;1063.0;2255.2905771124724;375.0;2174.5868029096946;
VNS GRASP CONSTRUCTIVE;3;10;VND + Intraroute + TwoOpt;Interroute + Relocation + Intraroute + TwoOpt;1344.0;1024.8733024913865;933.0;927.6904163853105;2012.0;979.374160016209;1099.0;958.5404806307062;2973.0;1092.675954324612;1245.0;1030.1154833212502;2349.0;1946.8180615895974;920.0;1881.4473521318675;4705.0;1738.8032818728104;1995.0;1582.44017683901;6198.0;2254.326932961576;3157.0;2183.581706327276;
VNS GRASP CONSTRUCTIVE;3;10;VND + Intraroute + Interroute + Relocation + TwoOpt;Interroute + Relocation + Intraroute + TwoOpt;4180.0;835.6288940336395;2626.0;805.6487016860004;7912.0;778.4848162860471;6176.0;762.3152713433204;9764.0;784.1834370112322;8617.0;744.2280442400835;24379.0;1623.5422974909047;11422.0;1609.9770338966819;34753.0;1363.7420175001503;22942.0;1339.180343553017;52084.0;1994.2335561175546;29031.0;1944.0930281854664;
VNS GRASP CONSTRUCTIVE;3;10;VND + Interroute + Relocation + Intraroute + TwoOpt;Interroute + Relocation + Intraroute + TwoOpt;5013.0;846.4608719789237;3725.0;831.0185746147715;10324.0;781.3548518968651;9694.0;762.9616257276148;12001.0;806.7090004800282;8843.0;751.7537050790879;27848.0;1672.7573687527815;14672.0;1633.101383260628;23641.0;1374.572786951291;14261.0;1350.5026146375392;29025.0;1926.0661651504724;23671.0;1879.7507105458797;
