;;;S-N32-K5;;;;S-N43-K6;;;;S-N50-K7;;;;S-N57-K9;;;;S-N62-K8;;;;S-N80-K10;;;;
ALGORITHM;I.W.I;L.S;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;AvgTime;AvgSol;MinTime;MinSol;
MULTIBOOT;10;BN + Relocation;1081.0;843.5253186059817;799.0;832.4503884722689;2961.0;784.6585668959667;1907.0;766.7613804521321;5482.0;762.081857449151;2896.0;749.0825643183041;7942.0;1735.6853628614888;5123.0;1719.841822793418;11797.0;1441.6396556180102;8630.0;1436.8480092361867;30078.0;2016.1776724479362;23544.0;1971.365469104947;
MULTIBOOT;10;BN + Interroute;451.0;995.5117249454164;309.0;972.3146018157396;1528.0;866.020280606909;916.0;840.8967854059332;2314.0;961.1067807880441;1692.0;931.2453978142264;4434.0;1777.8282272225133;2710.0;1757.9380016884938;4864.0;1600.287690766268;3447.0;1585.5888085248698;11955.0;2224.0058380852493;8398.0;2193.080604142648;
MULTIBOOT;10;BN + IntrarouteSwap;89.0;1311.3636073030689;57.0;1234.6077589421084;244.0;1167.3528666804702;139.0;1151.4800958680212;285.0;1573.1400739891765;224.0;1493.6345525715913;285.0;2386.542906541786;223.0;2340.2872062167244;447.0;2298.561505185223;300.0;2238.132256736991;963.0;3076.6681952662207;649.0;3046.681353041706;
MULTIBOOT;10;BN + TwoOpt;74.0;1250.5064593585898;49.0;1216.6402206975285;114.0;1132.617461563122;86.0;1127.5200994044865;214.0;1543.1322098455462;173.0;1492.4339901533797;238.0;2317.3224691504943;161.0;2287.584570513549;407.0;2206.245752852349;327.0;2168.9901105471836;793.0;2947.074927716588;509.0;2911.9962932862654;
MULTIBOOT;10;FBN + Relocation;871.0;925.7246131692045;514.0;901.238053262789;2440.0;826.1988857852859;1583.0;799.2852795335359;5259.0;803.9914892669069;2987.0;774.4022046344348;4821.0;1880.371901272459;2420.0;1841.1470588212258;11751.0;1528.7380781546563;8536.0;1458.661328304987;15396.0;2165.86284343374;13902.0;2119.6831072192804;
MULTIBOOT;10;FBN + InterrouteSwap;335.0;952.7755296517946;206.0;905.2637631459464;860.0;866.7372572031178;640.0;832.0034580081948;1786.0;958.8283504147546;1353.0;928.0878552919415;2664.0;1801.5550726428478;1395.0;1784.3764047768761;3179.0;1605.592431024339;2783.0;1561.3438861436634;9171.0;2200.516916344608;4941.0;2146.583721275165;
MULTIBOOT;10;FBN + IntrarouteSwap;75.0;1318.44182617264;44.0;1280.245044829816;179.0;1190.2913944982743;110.0;1133.363528830572;250.0;1617.3348122789425;165.0;1571.0198971181553;230.0;2413.5391697728755;158.0;2355.434562592646;307.0;2349.0813308133306;254.0;2298.930140340793;738.0;3097.9035738916114;423.0;3004.6479819360547;
MULTIBOOT;10;FBN + TwoOpt;51.0;1260.8304813725838;36.0;1213.5806411524638;144.0;1128.3759921553121;87.0;1099.8194926567899;188.0;1531.7837099512242;152.0;1465.7810565078253;130.0;2323.1320732926843;95.0;2279.735138806406;213.0;2185.5098420620025;173.0;2106.4305952860877;498.0;3013.0597603886795;338.0;2968.7283514431656;
